,Query,GWAS Trait,RS Number,Position (GRCh38),Alleles,R2,D',Risk Allele,Effect Size (95% CI),Beta or OR,P-value,{
94,rs4681679,Red blood cell count,rs55704295,chr3:58389679,"A=0.656, C=0.344",0.8592574758424759,0.9953628158678356,0.359722,,,4.9999999999999997e-23,
95,rs4681679,Serum total protein level,rs55704295,chr3:58389679,"A=0.656, C=0.344",0.8592574758424759,0.9953628158678356,NR,0.0294,0.024-0.034,2.0000000000000002e-29,
96,rs4681679,vWF levels,rs55692656,chr3:58397447,"A=0.622, T=0.378",0.9957777218165028,1.0,NR,,,6e-09,
97,rs4681679,vWF levels,rs55692656,chr3:58397447,"A=0.622, T=0.378",0.9957777218165028,1.0,NR,,,3e-08,
98,rs4681679,Body mass index,rs56384862,chr3:58410136,"A=0.622, G=0.378",0.9957777218165028,1.0,0.33819999999999995,0.0128,0.0091-0.0165,8e-12,
99,rs4681679,Hemoglobin levels,rs56384862,chr3:58410136,"A=0.622, G=0.378",0.9957777218165028,1.0,NR,0.019,,1e-16,
100,rs4681679,Body mass index,rs56384862,chr3:58410136,"A=0.622, G=0.378",0.9957777218165028,1.0,NR,0.013999999999999999,,3e-06,
101,rs4681679,Body mass index,rs56384862,chr3:58410136,"A=0.622, G=0.378",0.9957777218165028,1.0,NR,0.0104,0.0077-0.0131,3e-14,
102,rs4681679,Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event),rs11705721,chr3:58414687,"C=0.378, T=0.622",0.9957777218165028,1.0,0.321,1.41,,9e-06,
103,rs4681679,Red blood cell count,rs11708895,chr3:58417315,"C=0.371, T=0.629",0.9664717049762948,0.9956984833519332,0.370517,0.02122374,0.017-0.026,1.0000000000000001e-20,
104,rs4681679,Hemoglobin concentration,rs11130638,chr3:58420220,"A=0.622, G=0.378",0.9957777218165028,1.0,0.36074,,,2e-23,
105,rs4681679,Hemoglobin concentration,rs34579268,chr3:58424827,"C=0.622, T=0.378",0.9957777218165028,1.0,0.372458,0.020054,0.016-0.024,5e-26,
106,rs4681679,Hematocrit,rs34579268,chr3:58424827,"C=0.622, T=0.378",0.9957777218165028,1.0,0.372602,0.021707,0.018-0.025,5.0000000000000004e-30,
107,rs4681679,Hematocrit,rs34579268,chr3:58424827,"C=0.622, T=0.378",0.9957777218165028,1.0,0.364865,,,2e-27,
108,rs4681679,vWF levels,rs55954186,chr3:58450749,"A=0.368, G=0.632",0.9541094672017264,0.9956636061899219,0.37,0.0149,0.0098-0.02,9e-09,
109,rs4681679,vWF levels,rs55954186,chr3:58450749,"A=0.368, G=0.632",0.9541094672017264,0.9956636061899219,0.37,0.015,0.0099-0.0201,5e-09,
110,rs4681679,Semaphorin-6B levels,rs11922478,chr3:58457007,"G=0.333, T=0.667",0.8180513398526166,0.9952105501202124,0.64,0.09699999999999999,0.07-0.124,4e-12,
111,rs4681679,Hemoglobin concentration,rs11719450,chr3:58471084,"C=0.626, T=0.374",0.9789516806936078,0.9957328039634872,0.3716,0.02204239,0.015-0.029,2e-09,
112,rs4681679,Hemoglobin levels,rs11719450,chr3:58471084,"C=0.626, T=0.374",0.9789516806936078,0.9957328039634872,NR,0.02,,2e-16,
113,rs477392,Psoriasis,rs4085613,chr1:152577542,"G=0.645, T=0.355",0.9828246311179782,1.0,0.43,1.32,1.25-1.39,7e-30,
114,rs477392,Psoriasis,rs4112788,chr1:152578800,"A=0.356, G=0.644",0.9870985944393148,1.0,NR,1.29,1.19-1.40,3e-10,
115,rs477392,Psoriasis or type 2 diabetes (trans-disease meta-analysis),rs6677595,chr1:152617711,"C=0.359, T=0.641",1.0,1.0,NR,1.08,,1e-13,
116,rs477392,Psoriasis,rs6677595,chr1:152617711,"C=0.359, T=0.641",1.0,1.0,0.64,1.26,,2e-33,
117,rs477392,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)",rs6693105,chr1:152618187,"C=0.64, T=0.36",0.9956914643025396,1.0,NR,,,4.0000000000000004e-24,
118,rs477392,Psoriasis vulgaris,rs4845454,chr1:152619708,"C=0.359, T=0.641",1.0,1.0,NR,1.1640000000000001,,4e-12,
119,rs477392,Inflammatory skin disease,rs1581803,chr1:152619805,"G=0.359, T=0.641",1.0,1.0,NR,1.22,1.15–1.30,2e-12,
120,rs477392,Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect),rs11205044,chr1:152620961,"C=0.641, T=0.359",1.0,1.0,NR,1.09,,2e-14,
121,rs477392,Psoriasis,rs4845459,chr1:152631366,"A=0.643, C=0.357",0.982790251223054,0.9956554598259592,0.651,1.27,1.2-1.35,5e-17,
122,rs477392,Psoriasis,rs4845459,chr1:152631366,"A=0.643, C=0.357",0.982790251223054,0.9956554598259592,0.651,1.25,1.17-1.34,6e-11,
123,rs477392,Psoriasis,rs4845459,chr1:152631366,"A=0.643, C=0.357",0.982790251223054,0.9956554598259592,0.61,1.32,1.19-1.46,1e-07,
124,rs375078349,High chromosomal aberration frequency (chromosome type),rs112076008,chr17:31930146,"C=0.846, T=0.154",0.9171341113170164,0.9763572267920094,NR,1.6393441999999998,,5e-06,
125,rs375078349,Hip circumference adjusted for BMI,rs561341,chr17:31989366,"G=0.149, T=0.851",0.9535431238536116,0.9764953271028036,0.8551,0.0313,0.022-0.041,3e-10,
126,rs375078349,Hip circumference adjusted for BMI,rs561341,chr17:31989366,"G=0.149, T=0.851",0.9535431238536116,0.9764953271028036,0.8551,0.0355,0.021-0.05,8e-07,
127,rs375078349,Height,rs17780086,chr17:32016263,"A=0.148, G=0.852",0.9611181578832,0.9842250517468482,0.15,0.027999999999999997,,3e-08,
128,rs375078349,Lung function (FEV1/FVC),rs6505274,chr17:32017562,"G=0.834, T=0.166",0.8386477590083998,0.9760190703218116,NR,,,5e-09,
129,rs375078349,Memory dysfunction in frontotemporal lobe dementia,rs28649357,chr17:32040171,"A=0.848, G=0.152",0.9616540652750724,0.9921375537319266,0.14,2.61,2.20-3.02,8e-06,
130,rs375078349,Vertex-wise sulcal depth,rs2957920,chr17:32048679,"C=0.153, G=0.847",0.969474450782862,1.0,0.15,5.52,,3e-08,
131,rs35222145,Childhood asthma with severe exacerbations,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8049251926496609,0.9657070784544324,NR,0.4839,0.43-0.54,1.9999999999999996e-63,
132,rs35222145,Asthma and cardiovascular disease,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8049251926496609,0.9657070784544324,NR,,,2e-37,
133,rs35222145,Primary biliary cirrhosis,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8049251926496609,0.9657070784544324,NR,1.29,1.19-1.41,4e-09,
134,rs35222145,Liver enzyme levels (gamma-glutamyl transferase),rs907091,chr17:39765489,"C=0.511, T=0.489",0.8049251926496609,0.9657070784544324,0.514323,0.00342225,0.0024-0.0044,1e-10,
135,rs35222145,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,NR,1.44,1.28-1.63,4e-09,
136,rs35222145,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,0.51,1.38,,2e-09,
137,rs35222145,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,0.5,1.2345678999999998,,3e-11,
138,rs35222145,Asthma and cardiovascular disease,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,NR,,,1e-41,
139,rs35222145,Systemic lupus erythematosus and Systemic sclerosis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,NR,1.1909999999999998,,7.000000000000001e-06,
140,rs35222145,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,0.308489304812834,1.4342518999999998,1.286-1.599,8.000000000000001e-11,
141,rs35222145,Lymphocyte count,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.8242629219501236,0.987008123151628,NR,0.03377,0.022-0.046,2e-08,
142,rs35222145,Selective IgA deficiency,rs8071789,chr17:39850080,"C=0.482, T=0.518",0.8393956655987286,1.0,NR,1.2345678999999998,,7e-07,
143,rs35222145,Asthma,rs11655198,chr17:39869916,"C=0.492, T=0.508",0.8366491256183823,0.9786968214641172,NR,1.1806375,1.16-1.2,9.999999999999998e-64,
144,rs35222145,Asthma and cardiovascular disease,rs11557467,chr17:39872381,"G=0.492, T=0.508",0.8366491256183823,0.9786968214641172,NR,,,4e-30,
145,rs35222145,Atrial fibrillation,rs11658278,chr17:39874911,"C=0.508, T=0.492",0.8293804844749023,0.9744361857569404,0.479,1.05,1.03-1.06,3e-11,
146,rs35222145,Atrial fibrillation,rs11658278,chr17:39874911,"C=0.508, T=0.492",0.8293804844749023,0.9744361857569404,0.52,1.03,1.02-1.05,3e-06,
147,rs35222145,Asthma (childhood onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.8366491256183823,0.9786968214641172,0.51,1.18,,7.999999999999999e-99,
148,rs35222145,Asthma (age of onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.8366491256183823,0.9786968214641172,0.51,,,4e-57,
149,rs35222145,Asthma (time to onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.8366491256183823,0.9786968214641172,0.51,1.18,1.13-1.22,2e-16,
150,rs35222145,Eosinophil counts,rs9901146,chr17:39887090,"A=0.508, G=0.492",0.8366491256183823,0.9786968214641172,0.618121,0.080604,0.054-0.107,3e-09,
151,rs35222145,Asthma and cardiovascular disease,rs9901146,chr17:39887090,"A=0.508, G=0.492",0.8366491256183823,0.9786968214641172,NR,,,2e-41,
152,rs35222145,Highest math class taken (MTAG),rs9906951,chr17:39891991,"C=0.508, T=0.492",0.8366491256183823,0.9786968214641172,0.5097,0.0106,0.0075-0.0137,2e-10,
153,rs35222145,Asthma and cardiovascular disease,rs12950743,chr17:39892980,"C=0.508, T=0.492",0.8366491256183823,0.9786968214641172,NR,,,2e-41,
154,rs35222145,Hay fever and/or eczema,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.8289138739381,0.9702955679570084,0.4857,1.05,1.038-1.062,2e-16,
155,rs35222145,Asthma and cardiovascular disease,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.8289138739381,0.9702955679570084,NR,,,3e-38,
156,rs35222145,Atrial fibrillation (MTAG),rs7359623,chr17:39893336,"C=0.494, T=0.506",0.8289138739381,0.9702955679570084,NR,0.009000000000000001,0.007-0.011,2e-10,
157,rs35222145,JT interval,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.8289138739381,0.9702955679570084,0.5062,0.0223,0.016-0.028,1e-12,
158,rs35222145,Atrial fibrillation,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.8289138739381,0.9702955679570084,0.4915,0.0451,0.034-0.057,1e-14,
159,rs35222145,Cervical cancer,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.8203631931387467,0.9827129944667836,0.28,1.22,,3e-06,
160,rs35222145,Asthma and cardiovascular disease,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.8203631931387467,0.9827129944667836,NR,,,3e-41,
161,rs35222145,Cervical cancer,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.8203631931387467,0.9827129944667836,0.22,1.19,1.13-1.26,9e-10,
162,rs35222145,Primary biliary cirrhosis,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.8203631931387467,0.9827129944667836,0.52,1.26,1.19-1.34,6e-14,
163,rs35222145,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,0.489,,,2e-48,
164,rs35222145,Asthma and cardiovascular disease,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,NR,,,7e-44,
165,rs35222145,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,0.51,0.23,0.19-0.27,2.9999999999999996e-24,
166,rs35222145,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,0.503575,1.1115996000000001,1.09857261213927-1.12478100946316,2.9999999999999994e-69,
167,rs35222145,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,0.5,,,7.999999999999999e-112,
168,rs35222145,"Medication use (adrenergics, inhalants)",rs2305479,chr17:39905964,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,NR,0.0788,0.063-0.095,2.0000000000000002e-21,
169,rs35222145,Systemic sclerosis,rs883770,chr17:39907128,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,0.5,1.13,,5e-09,
170,rs35222145,Asthma (childhood onset),rs62067034,chr17:39907485,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,NR,0.171,0.098-0.244,3e-06,
171,rs35222145,Asthma (childhood onset),rs62067034,chr17:39907485,"C=0.498, T=0.502",0.8136308708853451,0.9536942885717036,NR,,,5e-06,
172,rs35222145,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,0.488661,1.1076171000000001,1.1-1.12,2e-62,
173,rs35222145,Dermatomyositis or juvenile dermatomyositis,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,NR,1.2,1.11–1.30,9e-06,
174,rs35222145,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,0.48901,1.1136973999999997,1.1-1.12,1e-65,
175,rs35222145,Asthma and cardiovascular disease,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,NR,,,5e-43,
176,rs35222145,Atrial fibrillation/atrial flutter,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,NR,0.0544,0.036-0.073,9e-09,
177,rs35222145,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.8026985138702576,0.9453840821201568,NR,0.19837083,,2e-09,
178,rs35222145,Asthma,rs4795401,chr17:39911280,"A=0.499, G=0.501",0.8026985138702576,0.9453840821201568,0.510614794713003,0.1025535,0.09-0.115,1e-55,
179,rs35222145,JT interval,rs4795401,chr17:39911280,"A=0.499, G=0.501",0.8026985138702576,0.9453840821201568,0.5156,0.0215,0.016-0.027,3e-13,
180,rs2963498,Macular thickness,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8380448240042624,1.0,NR,0.778,0.64-0.91,7e-32,
181,rs2963498,Age-related hearing impairment,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8380448240042624,1.0,42.34,1.03,,8e-10,
182,rs2963498,Chronic obstructive pulmonary disease,rs1975340,chr5:149232060,"A=0.39, C=0.61",0.9396153630681318,1.0,0.46,1.05,,4e-06,
183,rs2963498,Lung function (FVC),rs4490572,chr5:149232759,"A=0.391, G=0.609",0.9435490658981688,1.0,NR,,,4e-16,
184,rs2963498,Body mass index,rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8308604093985121,1.0,0.578,0.021,0.013-0.029/2,4e-07,
185,rs2963498,Photoreceptor cell layer thickness phenotypes (MTAG),rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8308604093985121,1.0,0.43,0.37,0.27-0.47,3e-13,
186,rs2963498,Height,rs4295373,chr5:149236424,"A=0.388, G=0.612",0.9317862726953636,1.0,0.4464,0.0049,0.0037-0.0061,1.9999999999999998e-15,
187,rs10141770,Glycated hemoglobin levels in prediabetes,rs946911,chr14:38039549,"C=0.402, T=0.598",0.9085398729224254,0.9830316932885792,NR,1.466,-1.56024-4.49224,1e-06,
188,rs2075962,Height,rs4812972,chr20:45874460,"C=0.654, T=0.346",0.8206095170884073,0.9952918491894118,NR,,,1e-09,
189,rs4490572,Macular thickness,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8643845633333067,0.9865114304230262,NR,0.778,0.64-0.91,7e-32,
190,rs4490572,Age-related hearing impairment,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8643845633333067,0.9865114304230262,42.34,1.03,,8e-10,
191,rs4490572,Chronic obstructive pulmonary disease,rs1975340,chr5:149232060,"A=0.39, C=0.61",0.9302431966136924,0.9665079734993508,0.46,1.05,,4e-06,
192,rs4490572,Lung function (FVC),rs4490572,chr5:149232759,"A=0.391, G=0.609",1.0,1.0,NR,,,4e-16,
193,rs4490572,Body mass index,rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8647172816359137,0.9909580754901828,0.578,0.021,0.013-0.029/2,4e-07,
194,rs4490572,Photoreceptor cell layer thickness phenotypes (MTAG),rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8647172816359137,0.9909580754901828,0.43,0.37,0.27-0.47,3e-13,
195,rs4490572,Height,rs4295373,chr5:149236424,"A=0.388, G=0.612",0.9302130952355726,0.9705441920776342,0.4464,0.0049,0.0037-0.0061,1.9999999999999998e-15,
196,rs4490572,Severe COVID-19 infection,rs1808828,chr5:149250628,"A=0.393, C=0.607",0.8324647930371585,0.9162096092419302,NR,,,2e-16,
0,rs9971282,Mitochondrial heteroplasmy measurement,rs1049432,chr10:58395360,"G=0.821, T=0.179",0.966538200667239,0.9864511784511784,0.183,0.035,0.033-0.037,1.9999999999999988e-223,
1,rs62368410,Neutrophil count,rs62360185,chr5:57978785,"A=0.802, G=0.198",0.8197142714245941,0.9870044308948341,0.190708,0.015947,0.011-0.021,8.000000000000001e-11,
2,rs62368410,High light scatter reticulocyte count,rs58670779,chr5:58006193,"C=0.227, T=0.773",0.9886895398673372,0.9943286880440176,0.2187,0.02512496,0.017-0.034,7e-09,
3,rs62368410,High light scatter reticulocyte percentage of red cells,rs62368409,chr5:58016036,"C=0.226, T=0.774",0.9943359682904308,1.0,0.2183,0.02509097,0.017-0.034,7e-09,
4,rs62368410,White blood cell count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,NR,,,1e-12,
5,rs62368410,Neutrophil count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.178613,,,4.0000000000000004e-11,
6,rs62368410,Monocyte count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.19188,0.016866937,0.011-0.022,3e-09,
7,rs62368410,White blood cell count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.191806,0.019668559,0.014-0.025,2.9999999999999997e-12,
8,rs62368410,Reticulocyte fraction of red cells,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.191879,0.023446271,0.018-0.029,2e-16,
9,rs62368410,White blood cell count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.174992,,,1e-14,
10,rs62368410,White blood cell count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.190499,0.018732,0.014-0.023,1.9999999999999998e-15,
11,rs62368410,Reticulocyte count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.191872,0.02150899,0.016-0.027,4e-14,
12,rs62368410,High light scatter reticulocyte count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.191861,0.02529875,0.02-0.031,4e-19,
13,rs62368410,High light scatter reticulocyte percentage of red cells,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.191865,0.025230791000000002,0.02-0.031,5e-19,
14,rs62368410,Monocyte count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,0.190812,0.019366,0.015-0.024,6e-16,
15,rs62368410,White blood cell count,rs11744663,chr5:58019808,"A=0.196, G=0.804",0.8309262030230087,1.0,NR,0.0156,0.011-0.021,2e-09,
16,rs62368410,Reticulocyte fraction of red cells,rs7736576,chr5:58021714,"C=0.225, T=0.775",0.9886864597390912,1.0,0.2197,0.0256351,0.017-0.034,3e-09,
17,rs62368410,Reticulocyte count,rs7736576,chr5:58021714,"C=0.225, T=0.775",0.9886864597390912,1.0,0.2197,0.02626229,0.018-0.035,1e-09,
18,rs62368410,Hoarding,rs1844437,chr5:58025127,"C=0.223, G=0.777",0.8892384693843299,0.9538193169298568,0.22,0.62,,2e-06,
19,rs62368410,Neutrophil count,rs6861883,chr5:58027292,"C=0.223, T=0.777",0.8892384693843299,0.9538193169298568,NR,0.0148,0.0097-0.0199,2e-08,
20,rs62368410,Educational attainment,rs6450460,chr5:58027318,"C=0.223, G=0.777",0.8892384693843299,0.9538193169298568,0.2066,0.00969469,0.0072-0.0122,6e-14,
21,rs77441798,Phosphoribosyl pyrophosphate synthase-associated protein 2 levels,rs11078421,chr17:18901072,"C=0.472, T=0.528",0.9412955144244886,0.9838328646042588,0.54,0.138,0.11-0.16,6.999999999999999e-27,
22,rs8029180,Height,rs12592162,chr15:24556057,"A=0.151, G=0.849",0.9103264391971696,0.9688544891640868,0.1429,0.0137,0.012-0.015,2e-48,
23,rs4873679,Menstruation quality of life impact (dysmenorrhea),rs10808874,chr8:52793206,"C=0.714, T=0.286",0.9615607077400944,0.9853642923649908,0.803879945,0.16748436,0.097-0.238,4e-06,
24,rs61860417,Hemoglobin,rs61863508,chr10:79745802,"C=0.067, T=0.933",0.8512861429688735,0.9518237688562536,NR,0.0221,0.015-0.03,8e-09,
25,rs61860417,Chronic obstructive pulmonary disease-related biomarkers,rs728616,chr10:80088158,"G=0.915, T=0.085",0.8123367740330805,1.0,0.08,,,2e-12,
26,rs12881760,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.8195109883155611,0.9290440609226563,0.402639,,,1e-10,
27,rs12881760,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.8195109883155611,0.9290440609226563,0.337467,0.014790000000000001,0.011-0.019,5e-13,
28,rs12881760,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.8195109883155611,0.9290440609226563,0.335362,0.0154882325,0.011-0.02,4.0000000000000004e-11,
29,rs12881760,White blood cell count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.8195109883155611,0.9290440609226563,0.436149,,,2.9999999999999997e-12,
30,rs12881760,White blood cell count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.8195109883155611,0.9290440609226563,0.338281,0.015366999999999999,0.012-0.019,6e-15,
31,rs12881760,Blood protein levels,rs10144381,chr14:100706960,"C=0.66, T=0.34",0.9190858229198732,0.9864446061390034,0.37265625,0.40629548,0.36-0.45,5.999999999999999e-62,
32,rs12881760,Blood protein levels,rs10144381,chr14:100706960,"C=0.66, T=0.34",0.9190858229198732,0.9864446061390034,0.37265625,0.39199004,0.35-0.44,6e-58,
33,rs12881760,Serum 25-Hydroxyvitamin D levels,rs12881545,chr14:100709875,"C=0.646, G=0.354",0.9956592278085572,1.0,0.326561,0.011000000000000001,0.0071-0.0149,3e-07,
